,Datetime,Text,hashtags,city,tokenized_tweets,date
947,2020-04-21 23:44:40+00:00,https://m.facebook.com/story.php?story_fbid=10157937221341047&amp;id=624801046?sfnsn=mo,,"Richmond, VA","['https', ':', '//m.facebook.com/story.php', '?', 'story_fbid=10157937221341047', '&', 'amp', ';', 'id=624801046', '?', 'sfnsn=mo']",2020-04-21
948,2020-04-21 23:44:34+00:00,"Thought of the day: How is one supposed to simply wear a bra again when this is all over? Let alone EVERY. DAY. It just can’t be done. I say if you don’t want em, ban bras indefinitely. Who’s with me?",,"Richmond, VA","['Thought', 'of', 'the', 'day', ':', 'How', 'is', 'one', 'supposed', 'to', 'simply', 'wear', 'a', 'bra', 'again', 'when', 'this', 'is', 'all', 'over', '?', 'Let', 'alone', 'EVERY', '.', 'DAY', '.', 'It', 'just', 'can', '’', 't', 'be', 'done', '.', 'I', 'say', 'if', 'you', 'don', '’', 't', 'want', 'em', ',', 'ban', 'bras', 'indefinitely', '.', 'Who', '’', 's', 'with', 'me', '?']",2020-04-21
949,2020-04-21 23:43:19+00:00,The whole story is fantastic. I was not expecting that level of funny ,,"Richmond, VA","['The', 'whole', 'story', 'is', 'fantastic', '.', 'I', 'was', 'not', 'expecting', 'that', 'level', 'of', 'funny']",2020-04-21
950,2020-04-21 23:43:02+00:00,Send Aliens home,,"Richmond, VA","['Send', 'Aliens', 'home']",2020-04-21
951,2020-04-21 23:42:42+00:00,why is joyce on rhobh i’m not feeling her,,"Richmond, VA","['why', 'is', 'joyce', 'on', 'rhobh', 'i', '’', 'm', 'not', 'feeling', 'her']",2020-04-21
952,2020-04-21 23:42:32+00:00,Gotta keep it real with some criminals...,,"Richmond, VA","['Got', 'ta', 'keep', 'it', 'real', 'with', 'some', 'criminals', '...']",2020-04-21
953,2020-04-21 23:42:27+00:00,@TylerWachur we missed you ,,"Richmond, VA","['@', 'TylerWachur', 'we', 'missed', 'you']",2020-04-21
954,2020-04-21 23:42:07+00:00,"Gotta keep my pride, I'm a general...",,"Richmond, VA","['Got', 'ta', 'keep', 'my', 'pride', ',', 'I', ""'m"", 'a', 'general', '...']",2020-04-21
955,2020-04-21 23:41:43+00:00,"I done caught a vibe, she was choosing...",,"Richmond, VA","['I', 'done', 'caught', 'a', 'vibe', ',', 'she', 'was', 'choosing', '...']",2020-04-21
956,2020-04-21 23:41:30+00:00,People that still use loyalty as an excuse to dislike a professional athlete that moves to a different team need to remember how loyal they were when they were offered a better salary by a different employer.,,"Richmond, VA","['People', 'that', 'still', 'use', 'loyalty', 'as', 'an', 'excuse', 'to', 'dislike', 'a', 'professional', 'athlete', 'that', 'moves', 'to', 'a', 'different', 'team', 'need', 'to', 'remember', 'how', 'loyal', 'they', 'were', 'when', 'they', 'were', 'offered', 'a', 'better', 'salary', 'by', 'a', 'different', 'employer', '.']",2020-04-21
957,2020-04-21 23:41:25+00:00,I was gone tell you I'm improving...,,"Richmond, VA","['I', 'was', 'gone', 'tell', 'you', 'I', ""'m"", 'improving', '...']",2020-04-21
958,2020-04-21 23:41:24+00:00,Thanks Marty's for wonderful burgers and salad. And the Crushes... @Holland House 2 https://www.instagram.com/p/B_QwAFllRBq/?igshid=1a8e2fqrfh63r,,"Richmond, VA","['Thanks', 'Marty', ""'s"", 'for', 'wonderful', 'burgers', 'and', 'salad', '.', 'And', 'the', 'Crushes', '...', '@', 'Holland', 'House', '2', 'https', ':', '//www.instagram.com/p/B_QwAFllRBq/', '?', 'igshid=1a8e2fqrfh63r']",2020-04-21
959,2020-04-21 23:41:19+00:00,Rearrange Joe's furniture.,,"Richmond, VA","['Rearrange', 'Joe', ""'s"", 'furniture', '.']",2020-04-21
960,2020-04-21 23:40:53+00:00,I was tryna tell you I was losing...,,"Richmond, VA","['I', 'was', 'tryna', 'tell', 'you', 'I', 'was', 'losing', '...']",2020-04-21
961,2020-04-21 23:40:45+00:00,HAPPENING NOW: @Constance8News talks with Senator @TimKaine about the Coronavirus Pandemic. “The United States was behind 6-8 weeks dealing with COVID-19 due to the President and the @CDCgov stumbled to get testing.” – at WRIC Channel 8,,"Richmond, VA","['HAPPENING', 'NOW', ':', '@', 'Constance8News', 'talks', 'with', 'Senator', '@', 'TimKaine', 'about', 'the', 'Coronavirus', 'Pandemic', '.', '“', 'The', 'United', 'States', 'was', 'behind', '6-8', 'weeks', 'dealing', 'with', 'COVID-19', 'due', 'to', 'the', 'President', 'and', 'the', '@', 'CDCgov', 'stumbled', 'to', 'get', 'testing.', '”', '–', 'at', 'WRIC', 'Channel', '8']",2020-04-21
962,2020-04-21 23:40:43+00:00,"Literally cannot wait for my first housewarming party in 2 weeks! Hardwood floor instead of carpet this time, so I don’t have to worry about carpets getting messed up ",,"Richmond, VA","['Literally', 'can', 'not', 'wait', 'for', 'my', 'first', 'housewarming', 'party', 'in', '2', 'weeks', '!', 'Hardwood', 'floor', 'instead', 'of', 'carpet', 'this', 'time', ',', 'so', 'I', 'don', '’', 't', 'have', 'to', 'worry', 'about', 'carpets', 'getting', 'messed', 'up']",2020-04-21
963,2020-04-21 23:40:21+00:00,Great article! #COVIDー19 #NAA #multifamily #apartments,#COVID #NAA #multifamily #apartments,"Richmond, VA","['Great', 'article', '!', '#', 'COVIDー19', '#', 'NAA', '#', 'multifamily', '#', 'apartments']",2020-04-21
964,2020-04-21 23:40:17+00:00,That’s all a nigga can do,,"Richmond, VA","['That', '’', 's', 'all', 'a', 'nigga', 'can', 'do']",2020-04-21
965,2020-04-21 23:39:40+00:00,Shoutout @billycurrington,,"Richmond, VA","['Shoutout', '@', 'billycurrington']",2020-04-21
966,2020-04-21 23:39:28+00:00,Alone x PnB Rock ,,"Richmond, VA","['Alone', 'x', 'PnB', 'Rock']",2020-04-21
967,2020-04-21 23:38:45+00:00, ,,"Richmond, VA",[],2020-04-21
968,2020-04-21 23:38:30+00:00,Is Ikea not open?,,"Richmond, VA","['Is', 'Ikea', 'not', 'open', '?']",2020-04-21
969,2020-04-21 23:38:04+00:00,#VirginiaResponds Question: What’s your message to Virginians during this health crisis? @MarkWarner Answer: We will get through this. Let’s show each other a little more kindness and grace. – at WRIC Channel 8,#VirginiaResponds,"Richmond, VA","['#', 'VirginiaResponds', 'Question', ':', 'What', '’', 's', 'your', 'message', 'to', 'Virginians', 'during', 'this', 'health', 'crisis', '?', '@', 'MarkWarner', 'Answer', ':', 'We', 'will', 'get', 'through', 'this', '.', 'Let', '’', 's', 'show', 'each', 'other', 'a', 'little', 'more', 'kindness', 'and', 'grace', '.', '–', 'at', 'WRIC', 'Channel', '8']",2020-04-21
970,2020-04-21 23:36:57+00:00,"#VirginiaResponds Question: You’re a big sports fan! When do you think sports will come back? @MarkWarner Answer: I’d love to have that sports experience again, but we have to be safe. I think it’s too early to tell. When it comes, it will come. – at WRIC Channel 8",#VirginiaResponds,"Richmond, VA","['#', 'VirginiaResponds', 'Question', ':', 'You', '’', 're', 'a', 'big', 'sports', 'fan', '!', 'When', 'do', 'you', 'think', 'sports', 'will', 'come', 'back', '?', '@', 'MarkWarner', 'Answer', ':', 'I', '’', 'd', 'love', 'to', 'have', 'that', 'sports', 'experience', 'again', ',', 'but', 'we', 'have', 'to', 'be', 'safe', '.', 'I', 'think', 'it', '’', 's', 'too', 'early', 'to', 'tell', '.', 'When', 'it', 'comes', ',', 'it', 'will', 'come', '.', '–', 'at', 'WRIC', 'Channel', '8']",2020-04-21
971,2020-04-21 23:36:47+00:00,Liesssss ,,"Richmond, VA",['Liesssss'],2020-04-21
972,2020-04-21 23:36:37+00:00,Thank you!!! ,,"Richmond, VA","['Thank', 'you', '!', '!', '!']",2020-04-21
973,2020-04-21 23:36:32+00:00,When the liquor get in my system ain’t no controlling the beast ,,"Richmond, VA","['When', 'the', 'liquor', 'get', 'in', 'my', 'system', 'ain', '’', 't', 'no', 'controlling', 'the', 'beast']",2020-04-21
974,2020-04-21 23:35:58+00:00,"Roots @Richmond, Virginia https://www.instagram.com/p/B_QvYUkl5hq/?igshid=10wl9z3gf4z2c",,"Richmond, VA","['Roots', '@', 'Richmond', ',', 'Virginia', 'https', ':', '//www.instagram.com/p/B_QvYUkl5hq/', '?', 'igshid=10wl9z3gf4z2c']",2020-04-21
975,2020-04-21 23:35:45+00:00,"If you were just jogging down Commerce with a VCU hoodie on and red shoes, you’re fine ",,"Richmond, VA","['If', 'you', 'were', 'just', 'jogging', 'down', 'Commerce', 'with', 'a', 'VCU', 'hoodie', 'on', 'and', 'red', 'shoes', ',', 'you', '’', 're', 'fine']",2020-04-21
976,2020-04-21 23:35:43+00:00,"@MarkWarner Answer continued: Per @CDCgov / White House guidelines, we have to see two weeks of declining COVID-19 cases before reopening the state. In Virginia, we are not seeing a decline yet. We need to work on doing more testing. – at WRIC Channel 8",,"Richmond, VA","['@', 'MarkWarner', 'Answer', 'continued', ':', 'Per', '@', 'CDCgov', '/', 'White', 'House', 'guidelines', ',', 'we', 'have', 'to', 'see', 'two', 'weeks', 'of', 'declining', 'COVID-19', 'cases', 'before', 'reopening', 'the', 'state', '.', 'In', 'Virginia', ',', 'we', 'are', 'not', 'seeing', 'a', 'decline', 'yet', '.', 'We', 'need', 'to', 'work', 'on', 'doing', 'more', 'testing', '.', '–', 'at', 'WRIC', 'Channel', '8']",2020-04-21
977,2020-04-21 23:35:26+00:00,Heat The Thin Red Line Apocalypse Now Good Morning Vietnam Vision Quest Breaking Away To Live and Die in LA The Good Bad and Ugly Wall Street #MyPerfectMovies,#MyPerfectMovies,"Richmond, VA","['Heat', 'The', 'Thin', 'Red', 'Line', 'Apocalypse', 'Now', 'Good', 'Morning', 'Vietnam', 'Vision', 'Quest', 'Breaking', 'Away', 'To', 'Live', 'and', 'Die', 'in', 'LA', 'The', 'Good', 'Bad', 'and', 'Ugly', 'Wall', 'Street', '#', 'MyPerfectMovies']",2020-04-21
978,2020-04-21 23:35:05+00:00,He’s the opposite of bait click. He’s skip click.,,"Richmond, VA","['He', '’', 's', 'the', 'opposite', 'of', 'bait', 'click', '.', 'He', '’', 's', 'skip', 'click', '.']",2020-04-21
979,2020-04-21 23:34:35+00:00,Oh shit my elbows hurt,,"Richmond, VA","['Oh', 'shit', 'my', 'elbows', 'hurt']",2020-04-21
980,2020-04-21 23:34:10+00:00,"#VirginiaResponds Question: @realDonaldTrump appointed you to the committee to reopen America, what’s some work you’ve been doing? @MarkWarner Answer: My only ask to the President was to make sure decisions were based on data, bipartisan, and healthcare recommendations. – at WRIC Channel 8",#VirginiaResponds,"Richmond, VA","['#', 'VirginiaResponds', 'Question', ':', '@', 'realDonaldTrump', 'appointed', 'you', 'to', 'the', 'committee', 'to', 'reopen', 'America', ',', 'what', '’', 's', 'some', 'work', 'you', '’', 've', 'been', 'doing', '?', '@', 'MarkWarner', 'Answer', ':', 'My', 'only', 'ask', 'to', 'the', 'President', 'was', 'to', 'make', 'sure', 'decisions', 'were', 'based', 'on', 'data', ',', 'bipartisan', ',', 'and', 'healthcare', 'recommendations', '.', '–', 'at', 'WRIC', 'Channel', '8']",2020-04-21
981,2020-04-21 23:33:14+00:00,YES ,,"Richmond, VA",['YES'],2020-04-21
982,2020-04-21 23:32:53+00:00, ,,"Richmond, VA",[],2020-04-21
983,2020-04-21 23:32:41+00:00,#VirginiaResponds Question: What can you tell us about the deal to help small businesses? @MarkWarner Answer: The news out of DC is good! The Senate voted on a $484 billion dollar deal. Replenishing program to support small businesses. This bill also includes money for testing. – at WRIC Channel 8,#VirginiaResponds,"Richmond, VA","['#', 'VirginiaResponds', 'Question', ':', 'What', 'can', 'you', 'tell', 'us', 'about', 'the', 'deal', 'to', 'help', 'small', 'businesses', '?', '@', 'MarkWarner', 'Answer', ':', 'The', 'news', 'out', 'of', 'DC', 'is', 'good', '!', 'The', 'Senate', 'voted', 'on', 'a', '$', '484', 'billion', 'dollar', 'deal', '.', 'Replenishing', 'program', 'to', 'support', 'small', 'businesses', '.', 'This', 'bill', 'also', 'includes', 'money', 'for', 'testing', '.', '–', 'at', 'WRIC', 'Channel', '8']",2020-04-21
984,2020-04-21 23:32:34+00:00,,,"Richmond, VA",[],2020-04-21
985,2020-04-21 23:31:15+00:00,"Soapy pattern would make a pretty sweet wrap! @Hanover County, Virginia https://www.instagram.com/p/B_Qu1rElllh/?igshid=88mlfvf8b8qw",,"Richmond, VA","['Soapy', 'pattern', 'would', 'make', 'a', 'pretty', 'sweet', 'wrap', '!', '@', 'Hanover', 'County', ',', 'Virginia', 'https', ':', '//www.instagram.com/p/B_Qu1rElllh/', '?', 'igshid=88mlfvf8b8qw']",2020-04-21
986,2020-04-21 23:30:57+00:00,Verzuz battles I would like to see but probably won't get...Beyonce vs Rihanna and Drake vs Chris Brown,,"Richmond, VA","['Verzuz', 'battles', 'I', 'would', 'like', 'to', 'see', 'but', 'probably', 'wo', ""n't"", 'get', '...', 'Beyonce', 'vs', 'Rihanna', 'and', 'Drake', 'vs', 'Chris', 'Brown']",2020-04-21
987,2020-04-21 23:30:40+00:00,#puppyshenanigans have begun . . . . . #dog #dogs #doglover #dogrescuer #dogsofig #dogs_of_instagram #muttsofinstagram #bulldogsofinstagram #englishbulldog #englishbulldogsofinstagram… https://www.instagram.com/p/B_QrTmvpN9fKEDFJtcaI9URc9Vz8Hu3gIR-5aU0/?igshid=z0ewssz0ltg0,#puppyshenanigans #dog #dogs #doglover #dogrescuer #dogsofig #dogs_of_instagram #muttsofinstagram #bulldogsofinstagram #englishbulldog #englishbulldogsofinstagram,"Richmond, VA","['#', 'puppyshenanigans', 'have', 'begun', '.', '.', '.', '.', '.', '#', 'dog', '#', 'dogs', '#', 'doglover', '#', 'dogrescuer', '#', 'dogsofig', '#', 'dogs_of_instagram', '#', 'muttsofinstagram', '#', 'bulldogsofinstagram', '#', 'englishbulldog', '#', 'englishbulldogsofinstagram…', 'https', ':', '//www.instagram.com/p/B_QrTmvpN9fKEDFJtcaI9URc9Vz8Hu3gIR-5aU0/', '?', 'igshid=z0ewssz0ltg0']",2020-04-21
988,2020-04-21 23:29:14+00:00,"Congratulations, @NorfolkPD!!",,"Richmond, VA","['Congratulations', ',', '@', 'NorfolkPD', '!', '!']",2020-04-21
989,2020-04-21 23:27:55+00:00,#VirginiaResponds Question: What inspires you to think we can beat this pandemic? @GovernorVA Answer: What gives me hope is the response I’ve seen from Virginians. We live in the best state. Hang in there and we’ll get through this together. – at WRIC Channel 8,#VirginiaResponds,"Richmond, VA","['#', 'VirginiaResponds', 'Question', ':', 'What', 'inspires', 'you', 'to', 'think', 'we', 'can', 'beat', 'this', 'pandemic', '?', '@', 'GovernorVA', 'Answer', ':', 'What', 'gives', 'me', 'hope', 'is', 'the', 'response', 'I', '’', 've', 'seen', 'from', 'Virginians', '.', 'We', 'live', 'in', 'the', 'best', 'state', '.', 'Hang', 'in', 'there', 'and', 'we', '’', 'll', 'get', 'through', 'this', 'together', '.', '–', 'at', 'WRIC', 'Channel', '8']",2020-04-21
990,2020-04-21 23:27:37+00:00,"#VirginiaResponds Question: How come indoor ranges are considered indoor amusements? @GovernorVA Answer: We’re not trying to point out anyone, we’re trying to keep Virginians safe and practice social distancing. That closure is in effect until May the 8th, but hope to lift soon. – at WRIC Channel 8",#VirginiaResponds,"Richmond, VA","['#', 'VirginiaResponds', 'Question', ':', 'How', 'come', 'indoor', 'ranges', 'are', 'considered', 'indoor', 'amusements', '?', '@', 'GovernorVA', 'Answer', ':', 'We', '’', 're', 'not', 'trying', 'to', 'point', 'out', 'anyone', ',', 'we', '’', 're', 'trying', 'to', 'keep', 'Virginians', 'safe', 'and', 'practice', 'social', 'distancing', '.', 'That', 'closure', 'is', 'in', 'effect', 'until', 'May', 'the', '8th', ',', 'but', 'hope', 'to', 'lift', 'soon', '.', '–', 'at', 'WRIC', 'Channel', '8']",2020-04-21
991,2020-04-21 23:27:32+00:00,"Oh, you KNOW where this came from #RVAdine #SouthsideEats #SupportLocal @Laura Lee's https://www.instagram.com/p/B_QuacYFHKY/?igshid=wzk5f1hopnsv",#RVAdine #SouthsideEats #SupportLocal,"Richmond, VA","['Oh', ',', 'you', 'KNOW', 'where', 'this', 'came', 'from', '#', 'RVAdine', '#', 'SouthsideEats', '#', 'SupportLocal', '@', 'Laura', 'Lee', ""'s"", 'https', ':', '//www.instagram.com/p/B_QuacYFHKY/', '?', 'igshid=wzk5f1hopnsv']",2020-04-21
992,2020-04-21 23:25:30+00:00,Yayyyy!!! You’re going to do amazing! ,,"Richmond, VA","['Yayyyy', '!', '!', '!', 'You', '’', 're', 'going', 'to', 'do', 'amazing', '!']",2020-04-21
993,2020-04-21 23:24:53+00:00,shawty deadass almost died on camera ,,"Richmond, VA","['shawty', 'deadass', 'almost', 'died', 'on', 'camera']",2020-04-21
994,2020-04-21 23:24:26+00:00,Don’t have the patience ,,"Richmond, VA","['Don', '’', 't', 'have', 'the', 'patience']",2020-04-21
995,2020-04-21 23:23:43+00:00,"Oh these bum, use milk instead of water OMG",,"Richmond, VA","['Oh', 'these', 'bum', ',', 'use', 'milk', 'instead', 'of', 'water', 'OMG']",2020-04-21
996,2020-04-21 23:23:21+00:00,#VirginiaResponds Question: What steps are you taking to protect elections? @GovernorVA Answer: Voting is important so no one should have to choose between contracting a virus and voting. We have proposed to move the May 5th election to November election. – at WRIC Channel 8,#VirginiaResponds,"Richmond, VA","['#', 'VirginiaResponds', 'Question', ':', 'What', 'steps', 'are', 'you', 'taking', 'to', 'protect', 'elections', '?', '@', 'GovernorVA', 'Answer', ':', 'Voting', 'is', 'important', 'so', 'no', 'one', 'should', 'have', 'to', 'choose', 'between', 'contracting', 'a', 'virus', 'and', 'voting', '.', 'We', 'have', 'proposed', 'to', 'move', 'the', 'May', '5th', 'election', 'to', 'November', 'election', '.', '–', 'at', 'WRIC', 'Channel', '8']",2020-04-21
997,2020-04-21 23:23:07+00:00,AND THATS ON PERIODT,,"Richmond, VA","['AND', 'THATS', 'ON', 'PERIODT']",2020-04-21
998,2020-04-21 23:22:42+00:00,speak your mind but make sure it’s valid.,,"Richmond, VA","['speak', 'your', 'mind', 'but', 'make', 'sure', 'it', '’', 's', 'valid', '.']",2020-04-21
999,2020-04-21 23:22:16+00:00,"People passed out, sent out on stretchers from Michael Jackson standing 2 mins ...",,"Richmond, VA","['People', 'passed', 'out', ',', 'sent', 'out', 'on', 'stretchers', 'from', 'Michael', 'Jackson', 'standing', '2', 'mins', '...']",2020-04-21
1000,2020-04-20 23:58:40+00:00,If you believe that an individual is an elite WR than why not? How many times do we look at a draft 3 years down the road and half the picks in the back half have no impact? Get the impact guys and we will deal with the rest later. Better than a bust because we stuck on CB.,,"Richmond, VA","['If', 'you', 'believe', 'that', 'an', 'individual', 'is', 'an', 'elite', 'WR', 'than', 'why', 'not', '?', 'How', 'many', 'times', 'do', 'we', 'look', 'at', 'a', 'draft', '3', 'years', 'down', 'the', 'road', 'and', 'half', 'the', 'picks', 'in', 'the', 'back', 'half', 'have', 'no', 'impact', '?', 'Get', 'the', 'impact', 'guys', 'and', 'we', 'will', 'deal', 'with', 'the', 'rest', 'later', '.', 'Better', 'than', 'a', 'bust', 'because', 'we', 'stuck', 'on', 'CB', '.']",2020-04-20
1001,2020-04-20 23:58:39+00:00,Sodor rules!,,"Richmond, VA","['Sodor', 'rules', '!']",2020-04-20
1002,2020-04-20 23:58:12+00:00,This video is the best thing ,,"Richmond, VA","['This', 'video', 'is', 'the', 'best', 'thing']",2020-04-20
1003,2020-04-20 23:56:31+00:00,Paris,,"Richmond, VA",['Paris'],2020-04-20
1004,2020-04-20 23:56:31+00:00,Hopefully people like her and Charlie Kirk disappear from public life as soon as Trump does.,,"Richmond, VA","['Hopefully', 'people', 'like', 'her', 'and', 'Charlie', 'Kirk', 'disappear', 'from', 'public', 'life', 'as', 'soon', 'as', 'Trump', 'does', '.']",2020-04-20
1005,2020-04-20 23:56:27+00:00,Caring liberals who want to deny families health care because they dare to protest stay at home orders that are a violation of the constitution.,,"Richmond, VA","['Caring', 'liberals', 'who', 'want', 'to', 'deny', 'families', 'health', 'care', 'because', 'they', 'dare', 'to', 'protest', 'stay', 'at', 'home', 'orders', 'that', 'are', 'a', 'violation', 'of', 'the', 'constitution', '.']",2020-04-20
1006,2020-04-20 23:56:11+00:00,I think a birthday of 420 is a great birthday to have. My Sister’s address used to be 420 Love Road. I was a little jealous,,"Richmond, VA","['I', 'think', 'a', 'birthday', 'of', '420', 'is', 'a', 'great', 'birthday', 'to', 'have', '.', 'My', 'Sister', '’', 's', 'address', 'used', 'to', 'be', '420', 'Love', 'Road', '.', 'I', 'was', 'a', 'little', 'jealous']",2020-04-20
1007,2020-04-20 23:55:58+00:00,Listo para volver @Xtreme Heights Gymnastics https://www.instagram.com/p/B_OM34-lyP9/?igshid=1atrmsqs5f5bj,,"Richmond, VA","['Listo', 'para', 'volver', '@', 'Xtreme', 'Heights', 'Gymnastics', 'https', ':', '//www.instagram.com/p/B_OM34-lyP9/', '?', 'igshid=1atrmsqs5f5bj']",2020-04-20
1008,2020-04-20 23:55:42+00:00,Carter has really upped his usage of the word no. 21 months and stubborn when it’s not for him ,,"Richmond, VA","['Carter', 'has', 'really', 'upped', 'his', 'usage', 'of', 'the', 'word', 'no', '.', '21', 'months', 'and', 'stubborn', 'when', 'it', '’', 's', 'not', 'for', 'him']",2020-04-20
1009,2020-04-20 23:55:34+00:00,Who wants to buy me an English Mastiff?,,"Richmond, VA","['Who', 'wants', 'to', 'buy', 'me', 'an', 'English', 'Mastiff', '?']",2020-04-20
1010,2020-04-20 23:55:23+00:00,"When your shooter aiming at you, you a easy target .",,"Richmond, VA","['When', 'your', 'shooter', 'aiming', 'at', 'you', ',', 'you', 'a', 'easy', 'target', '.']",2020-04-20
1011,2020-04-20 23:53:52+00:00,"NOW MAKE YOUR #SONG BOUT #NORRIS AND SEE THE #PELICANFLY @Church Hill North, Richmond https://www.instagram.com/p/B_OModLjmJZ/?igshid=76keuum20l0s",#SONG #NORRIS #PELICANFLY,"Richmond, VA","['NOW', 'MAKE', 'YOUR', '#', 'SONG', 'BOUT', '#', 'NORRIS', 'AND', 'SEE', 'THE', '#', 'PELICANFLY', '@', 'Church', 'Hill', 'North', ',', 'Richmond', 'https', ':', '//www.instagram.com/p/B_OModLjmJZ/', '?', 'igshid=76keuum20l0s']",2020-04-20
1012,2020-04-20 23:53:11+00:00,@daniellecarolan @brookemiccio the most recent podcast was OH SO relatable. #thankyou,#thankyou #thankyou,"Richmond, VA","['@', 'daniellecarolan', '@', 'brookemiccio', 'the', 'most', 'recent', 'podcast', 'was', 'OH', 'SO', 'relatable', '.', '#', 'thankyou']",2020-04-20
1013,2020-04-20 23:52:26+00:00,"Are you surprised that a terrible person is being driven around by another terrible person? I mean, yes, THE AUDACITY, but I’m hardly surprised.",,"Richmond, VA","['Are', 'you', 'surprised', 'that', 'a', 'terrible', 'person', 'is', 'being', 'driven', 'around', 'by', 'another', 'terrible', 'person', '?', 'I', 'mean', ',', 'yes', ',', 'THE', 'AUDACITY', ',', 'but', 'I', '’', 'm', 'hardly', 'surprised', '.']",2020-04-20
1014,2020-04-20 23:52:13+00:00,I’m looking at this show on Netflix and after every line I’m sitting here under my breath going,,"Richmond, VA","['I', '’', 'm', 'looking', 'at', 'this', 'show', 'on', 'Netflix', 'and', 'after', 'every', 'line', 'I', '’', 'm', 'sitting', 'here', 'under', 'my', 'breath', 'going']",2020-04-20
1015,2020-04-20 23:51:42+00:00,I made back all the money I spent buying clothes and shoes so that’s ite,,"Richmond, VA","['I', 'made', 'back', 'all', 'the', 'money', 'I', 'spent', 'buying', 'clothes', 'and', 'shoes', 'so', 'that', '’', 's', 'ite']",2020-04-20
1016,2020-04-20 23:51:18+00:00,"Beautiful April 20th, 2020 ! Raining Monday",,"Richmond, VA","['Beautiful', 'April', '20th', ',', '2020', '!', 'Raining', 'Monday']",2020-04-20
1017,2020-04-20 23:51:09+00:00,Ugh sorry to hear. Saw this if you haven’t thought of some of its contents,,"Richmond, VA","['Ugh', 'sorry', 'to', 'hear', '.', 'Saw', 'this', 'if', 'you', 'haven', '’', 't', 'thought', 'of', 'some', 'of', 'its', 'contents']",2020-04-20
1018,2020-04-20 23:50:41+00:00,Wow I slept literally all day,,"Richmond, VA","['Wow', 'I', 'slept', 'literally', 'all', 'day']",2020-04-20
1019,2020-04-20 23:50:40+00:00,"Funemployment Day 11: Happy 4/20! I very much look forward to the day marijuana is fully legalized in Virginia. Decriminalization begins July 1, and that’s a great first step. But I’m a staunch supporter of legalization and regulation of it in the commonwealth.",,"Richmond, VA","['Funemployment', 'Day', '11', ':', 'Happy', '4/20', '!', 'I', 'very', 'much', 'look', 'forward', 'to', 'the', 'day', 'marijuana', 'is', 'fully', 'legalized', 'in', 'Virginia', '.', 'Decriminalization', 'begins', 'July', '1', ',', 'and', 'that', '’', 's', 'a', 'great', 'first', 'step', '.', 'But', 'I', '’', 'm', 'a', 'staunch', 'supporter', 'of', 'legalization', 'and', 'regulation', 'of', 'it', 'in', 'the', 'commonwealth', '.']",2020-04-20
1020,2020-04-20 23:50:37+00:00,YO BITCH LOVE THE WAY THAT IM POPPIN MY SHIT SAY MAN I NEED A FEATURE ON THIS JAWN WHO A LOCK TO GO CRAZY #EngineeredByDaGreat #TiggaDaGreat #BOSSMOVESONLY #MOVEINSILENCE #KEEPMOVINGFORWARD … https://www.instagram.com/p/B_OMHGpjjmv/?igshid=1kg3d0i5vj2ui,#EngineeredByDaGreat #TiggaDaGreat #BOSSMOVESONLY #MOVEINSILENCE #KEEPMOVINGFORWARD,"Richmond, VA","['YO', 'BITCH', 'LOVE', 'THE', 'WAY', 'THAT', 'IM', 'POPPIN', 'MY', 'SHIT', 'SAY', 'MAN', 'I', 'NEED', 'A', 'FEATURE', 'ON', 'THIS', 'JAWN', 'WHO', 'A', 'LOCK', 'TO', 'GO', 'CRAZY', '#', 'EngineeredByDaGreat', '#', 'TiggaDaGreat', '#', 'BOSSMOVESONLY', '#', 'MOVEINSILENCE', '#', 'KEEPMOVINGFORWARD', '…', 'https', ':', '//www.instagram.com/p/B_OMHGpjjmv/', '?', 'igshid=1kg3d0i5vj2ui']",2020-04-20
1021,2020-04-20 23:50:19+00:00,So sorry for you and Midnight. You did what was best. You didnt want him to suffer. I am sure you gave him a wonderful life with many wonderful memories. You will meet again. ,,"Richmond, VA","['So', 'sorry', 'for', 'you', 'and', 'Midnight', '.', 'You', 'did', 'what', 'was', 'best', '.', 'You', 'didnt', 'want', 'him', 'to', 'suffer', '.', 'I', 'am', 'sure', 'you', 'gave', 'him', 'a', 'wonderful', 'life', 'with', 'many', 'wonderful', 'memories', '.', 'You', 'will', 'meet', 'again', '.']",2020-04-20
1022,2020-04-20 23:49:54+00:00,"Beautiful April 20th , 2020",,"Richmond, VA","['Beautiful', 'April', '20th', ',', '2020']",2020-04-20
1023,2020-04-20 23:49:46+00:00,"I give it a week. Me 4 days. I am a Taurus, we stay mad at people.",,"Richmond, VA","['I', 'give', 'it', 'a', 'week', '.', 'Me', '4', 'days', '.', 'I', 'am', 'a', 'Taurus', ',', 'we', 'stay', 'mad', 'at', 'people', '.']",2020-04-20
1024,2020-04-20 23:49:35+00:00,it’s all deception,,"Richmond, VA","['it', '’', 's', 'all', 'deception']",2020-04-20
1025,2020-04-20 23:49:34+00:00,How the hell I miss this damn pillow challenge,,"Richmond, VA","['How', 'the', 'hell', 'I', 'miss', 'this', 'damn', 'pillow', 'challenge']",2020-04-20
1026,2020-04-20 23:49:20+00:00,You know an actor is doing his/her thing when you can’t stand them in real life ,,"Richmond, VA","['You', 'know', 'an', 'actor', 'is', 'doing', 'his/her', 'thing', 'when', 'you', 'can', '’', 't', 'stand', 'them', 'in', 'real', 'life']",2020-04-20
